participantId	enrollmentState	successfulRatingNeededToEarnIn	timestampOfLastStateChange	timestampOfLastEarnOut
1C270D739DD955F219191BEECC4B956AE1C34532C74D4336129C5F8B56393BB4	atRisk	5	1674264763697	1
666500F9807281F133179995A2F3DF9344C3414E0954072F62BBA4D6A4E9A7A5	newUser	5	1673386315223	1
2C4418E1CD762EFD0AE493ACEF68B37CDC85EE74EB19B5C76CFF0620FC433592	newUser	5	1664647748503	1
0F43FBA1D7B8C4DEA380C9674826429CEA744E2F2ABDB3BD13F98BB28DA85A7D	newUser	5	1667615392424	1
D133443AE6CF042C422EFCE9CBE1FA48712A944F187BE44F79B9D149AFFC76D3	newUser	5	1671211676618	1
BADBDDECF104A4E5134200B2BA73D1CF31BEC38EBEDA87573F57F0B452655928	newUser	5	1673386315223	1
425F8D2024650CE897FCB9369727FD7A8D76620F66F1E6732BB6B18C2DF3DD5C	newUser	5	1673386315223	1
0E3D268AE0A5CFBA11DCBB42E6EB1DA36B118A1775BD01D9E9188742DD168F33	newUser	5	1675217396546	1
83B83F6F367747C2EC5B83B4DB2BD588091A19D202716EA7C773D4BA4D93F08C	newUser	5	1673386315223	1
3572E4B1D67956F0640F16022634993B209542877720E5B0C6B1AC2074CEADE4	earnedIn	5	1673386315223	1
DDB221773BF56845AEE7DB5231EDAD4D2C81F54F02EAED727413A753F174F150	newUser	5	1673386315223	1
DF21BFB570236A30BA0E18DEC28E17AD084431A4494A15685986EC7C2734336F	newUser	5	1673386315223	1
BC3DB0A8DD1969A946035B6B688477DDAB4E59B958024A2F4034F09B9942894C	newUser	5	1671194152435	1
B48E4EE1FDE169ED2A6D7A95225231F8CB90060D8C372DAB1EB9C4143E49689F	newUser	5	1673386315223	1
72648109292D5813EF4AF487704CCDD35B3C7F435BDB239C8D3D7B7243DC0EC1	newUser	5	1673386315223	1
D776085DCDF9AD9003F0A3DD5E1FBEDF676E2E8F90D3985100AF221628E6EA56	newUser	5	1661978958173	1
ABA9545EE53C11EC3E30AEB0CA60D55EB2D0BC8D60B593AB7254611B304B5505	newUser	5	1664595320901	1
82BC93E22FAE5F67A6595126696F51EB2A459E4F9CA27DD6F42472FD880B6054	newUser	5	1673386315223	1
62957F6A231EFAE2AB3195EC258564C2929CD95AFC4C73C6A835E39A5B118D1C	newUser	5	1673386315223	1
E9B57098EB712777CFD05E3DFC387E9AAA209BA8A7189E383D85DBFDDDCBED0D	newUser	5	1664552456839	1
D6E96CE95F56B945D9E82BDA403B19C532EC044765F37F4BD6BFB7281DB19034	newUser	5	1671201497959	1
27B234E25F81993A4FD7DFA40E584B5457BB081EE769B5F5852900C919F70FEF	newUser	5	1673386315223	1
220E7442AF1848E85E89B776C4388B7470E11AAB65363DA8F98949516DD6E8B6	newUser	5	1672091095685	1
7D16B50051BE19703AA906BE9CB36FC7EA22F06B850889CD277413771A24ED24	newUser	5	1673386315223	1
4D9CFB0E835FB8E22A1DB864E8DD8B2EB25BE68D0AFB1A66843842F89FED023C	atRisk	5	1674264763697	1
DF6A1A8A3B45E31E92E9AABAB039A96C3A0A1AAD380FFA096E7B65DB3BED5557	newUser	5	1669756699047	1
68B00188A01201874991C00D4CB3DC3B1EFDD1322C0BFFF68A91D0B13D83A98D	newUser	5	1673386315223	1
EFB1D7423148F7FEF8E6BD1C8071F864DD2534243F2A64CBBBF88123A0444536	earnedIn	5	1673386315223	1
E600FBB3F870FBAD964309AF7D2B34367E4D25955A4B00F5775BFAEE1485761E	newUser	5	1673386315223	1
7DA4165C110927B9E6714B865A8B12780D304A4497568B79E140CA0CD6E7EB4C	newUser	5	1673386315223	1
CB384B320A49D55324BA2228D2E17D68117C848DB99C762247300DF77509EC26	newUser	5	1661978986088	1
77DEE085B345770187630450557952E80C3D4A8E39EDF4B596FDB79E84E83185	newUser	5	1672937896581	1
E76EA32B889B06B702777944FF5DE5915E8DCF231F246DFBED29203A5CE7D7DE	newUser	5	1673386315223	1
3A3B7B25815629C959F661BA1152DE6E79353F3F7AAC6828EC9CE95D4A83A208	earnedIn	5	1673386315223	1
6D7E7A7E288C49042D7C846C02B48EFED2D2071289D947ED474C6E3775A91059	newUser	5	1664636586507	1
6D8B196E184D411BD74B5FE702B7AF31C51ECF2C6B32F360BC02642B13781F9F	newUser	5	1673386315223	1
3C4D19380ACD9F83674A5538959EFBC32228C58DCBEEBEB8521BBC923B292E71	newUser	5	1673386315223	1
958EE19B43358C4CD7F951690F0B2F5F89FB3EE9EB4715728F838753505AD40A	earnedIn	5	1673386315223	1
60EA76FD916809766E7D0CCF857F29DAEF42A2BCD6AD066B177B9A8C47265584	earnedIn	5	1673386315223	1
BF41F0CA45655A4CF651DA2D6DC3BF0DC2303908E9E4CF98EFE6B3D0F649ECD7	newUser	5	1673386315223	1
D04270D420B886FC435BA3EF512456B5FF8843610B2B9090EA37756CB01D45DF	newUser	5	1673386315223	1
9250CD74945309B8133EBB8E2536281720AD6649A74266D16608F8A22D18BA3B	newUser	5	1671088028737	1
D4FB0AA47FE7044B86EACDF8ABC6881C45FA3A04253818B579C16F5767CAD871	newUser	5	1673386315223	1
111DE31D5778ABA61715C29A0DE573D877F34BBEF3E2C54E66BAB31E911ACA86	newUser	5	1668803552199	1
9A4197A3D8DF7514DBC16A6318594565F6E734BE005C10AA2254B3658300624E	newUser	5	1673386315223	1
6CC593A8305125F1D5495180EE11851E916D62766CEE59B485513C89E7D898ED	earnedIn	5	1676595797362	1
D602B65CD9D7E3FFE820ECAE1E1B856D69838F51EC67D1F81D73AA7FC65CE12D	newUser	5	1673386315223	1
1D228D8799BCD729C3C2DAC0D22767201D87660CB53831CD6ABDE890163FD7B0	newUser	5	1673386315223	1
F2B90C355635ACF8BD60117C45FE2B27E5680B71AAB9C0E5668CFC84F8611C35	newUser	5	1673386315223	1
1B7C32185B287BA133ADFC3842C4DADB4919AFCAF14358637F2905BC964AAC46	newUser	5	1673386315223	1
09FC5A733EE8F4BA181EAB74367C922588DD7190BC896E61EA7FD95AE619837E	newUser	5	1673386315223	1
94C9934F5D78A28DA65F11479AF4A791DBC79572E4768D6A2FB4AFF5939FB099	newUser	5	1673386315223	1
2D612E6D531E19E086205FE5DE51B04BAE7C6844D395E87B69E209C4BE23CC84	newUser	5	1673386315223	1
5B70C3E02B1953A99115C26767A3E796D59699EF7F6E7F119E1FE95754103FD8	newUser	5	1673386315223	1
1E3CD0E2C7FFB256ECE0F4467699B289A1D708A23A7C7C40AE39099BD4A6C33A	newUser	5	1673386315223	1
43B7088AF1D31DB1E80BE83E3005D30672CA4BC1EB5B406E72D203428DB4018A	earnedIn	5	1673386315223	1
9F9D7A44F18EA9839722DCB34B4C15F0858242B8F77AABEAAE1F4760F5406E74	newUser	5	1668025875844	1
F8A0BBC45F842AF1CA3F268B215B3BFC51C2C00BE4A6444B40322977469C6B96	newUser	5	1672240353287	1
E2230465F8B028D6BF14B5E459866082CC556F31D0BD384CCDC0EF55F9A3C9D4	earnedIn	5	1673386315223	1
067977CDA41F305B9538A5EF0D94A2018267FA1B00E8B219C5283B0CAB193FF4	newUser	5	1673386315223	1
606DBE6389AB99669146873C54748E238922054A6A2113B4AA6686B3497B67CD	newUser	5	1673386315223	1
9117B3B7C302BADF0446202FC970CBFEB7707624B3C4FA71AE22A65429149D39	newUser	5	1673386315223	1
E55FFE867CFFFF0E74D568904C383C9CE97E623F8D76C268C6239378471FAC09	newUser	5	1673386315223	1
DF0D4AC10EE8186646F703943D846FF7413463ACE9FBBAB3F8C324468B421CDF	newUser	5	1667563477542	1
F51C83C140A808128D663AE0AE3FAD561C9FCFEB115EEEDBEAF15DA27590DE8D	newUser	5	1673386315223	1
EFD3616E108819A93FECE17C00924591D399CDE30FFFE22AFC9147758141F906	newUser	5	1673386315223	1
D7B83F7A7560BC0FD03F7A2291E1A0E95448236C030FBBC6E47DE2C2ABC2AF2D	newUser	5	1671606322381	1
C1AE2A70CE86EEB659D9EDA77DA492A3945FE65E20F3FAD00AC70F87C353BA37	newUser	5	1671154135234	1
B1B3F5EB6C541053024F3D0BEC08BD9392783AC57BA54E6B06504E37F892FBC9	newUser	5	1667231559685	1
8DA79ED9A511B49C485D0FA2FF750264175C54B09BB76B4699308D92B3C5872C	newUser	5	1673386315223	1
0C3A33E1C4061B778FB2BF69031C8399732678B2B42B0885B76093FB70D866D5	newUser	5	1673386315223	1
F4D83E56DAD62258269BA10BE64F933A035D8CC01300A7C0A612C523D4098E1A	newUser	5	1673386315223	1
942F113375AC9092041E507E976A1C94C640EDB090E0538DDF7D1D481FFD6D8A	earnedIn	5	1676534500251	1
E76312DFCE6D677E81907148E9799544FC9D357A49046975F8D7235EC477197F	newUser	5	1673386315223	1
5F59C91D1EF733D5633E7BF34ABE0FD95346BDA05DB2984B71425767D815A71C	earnedIn	5	1673386315223	1
D181D67935ADD6FF3301D4790B0DBA5D214D9B4506628A9BD9077DA5F566D579	newUser	5	1673386315223	1
A78B7120265AAB2B841F75E78EE891068D08831451FA257169BE3DD1C2D47BCE	newUser	5	1673386315223	1
25F936013EA93B542C12A49D3272A13CBE02D446D7C9AC8AD36B22562AF3781D	newUser	5	1673386315223	1
75B4C7328035177CB3632ABAE53687634F37B6DC1B486595874EB0898F5531EE	newUser	5	1673386315223	1
D1D220A53C2FC57543D29E9DD9A4F275F231970B61A0E7747F3A09EDD07E3A3C	newUser	5	1673386315223	1
04AE7856C2126D794FDBD497A902A94FEE091FE0F2E83EEFDE6C14F76AC4889E	newUser	5	1673386315223	1
9B99C6B87A80F8A536242DE8C5537E88F4DACA5514EA324B488E76DFD764C8F8	earnedIn	5	1674264763697	1
6B47CDCB4F4AAA06F80C0DFBD31E36E151B87E5F9D7E86D1C0F7DF1CD9C6DDF7	newUser	5	1673386315223	1
6E40015DF6665E8E4F10E8BB90C82B1715187CB2237AA4C47534FAA00BA623A9	newUser	5	1673386315223	1
A5447A8717C59ABCDECEDA2F383F4DA35C820EEB5FA08DB09D8FF9C2DF21F3B4	newUser	5	1673386315223	1
516AF7538C9174E51D3488B70C26293CEED07E9BD2F4FA9CEFE78EB695274A8B	newUser	5	1668450214859	1
308F338BE06EC19B16A0158359F3ADE3833C617BA90325F64ECA766D20A464F7	newUser	5	1673386315223	1
9C884A3F198A390A4719AA56DCD677018CD22EBC710F72978BF41E3753479259	newUser	5	1673386315223	1
97FED50C0EE94D922C79C4103F566B8CFA0176D44977BCFE077FB1599D241EB7	newUser	5	1673834543043	1
DEA8E054EB1A3A3778921815BEDAD0C226CE5C64A5C092F095BEC5C90E9F8E5F	newUser	5	1667415233130	1
25B9045807A12180D9299316B67FFB7E7D50D222362CD3A3BB4B5819E23C91AC	newUser	5	1667422629164	1
8DECEA672C6D131CBA71685D76FC166B62A909C31CE2435F2FFD758FE3543290	earnedIn	5	1673386315223	1
A9B2A79546F96E6D8A2A1A5E2BBE968DDC213969CE71446A66E96B866FC790B9	newUser	5	1673386315223	1
85ECEF39033376182CC2C17366EC5E8CB59A7411FCF5D390F134A2E460CCE4D8	newUser	5	1673386315223	1
EE606EB34DEC7417E76D4D64F9C6F34047C7DD04D31F9D57B0546C9145D3279E	newUser	5	1673386315223	1
EE64515D9CED85A0511FF1326B5C788E3F5463879517726A9685168A8616CD8A	newUser	5	1673386315223	1
970D0CC0B24565DF6B151C5A8DE53BE6587593139E821E5D2B37E03430524817	newUser	5	1674241525338	1
B64AC68E1A8C39591BDE36B88772C22EC7E0FC0BA9146BABD67F08D4A379FDAD	newUser	5	1673386315223	1
12D06790D41A9D7C503D25EB559BBBFAE062CA55B3905C681174F40767F01B24	newUser	5	1673386315223	1
29428233AE89DE88230AEBABDF0398B72E1D8C14A3FE171F64C3C2E7DC85104B	newUser	5	1673386315223	1
8B5A2A8F803AFB8F1B969191FE8E360EE33613E4B72F66662745630CB90174E3	newUser	5	1673460160639	1
BE5D93DBDFA1E7187066FB2BE0E66232313F1F297D219F209FD07CE9E91B0087	newUser	5	1673386315223	1
12D4351EEF781CFC25FACD1CEE53EB5B922364B29A420591E4C92E39C80F0FB4	newUser	5	1668619286894	1
489623D57341369BDEF677CB6A67FD97D389D6D28BDB4DC4863658544E24ADA0	earnedIn	5	1673386315223	1
02EE44BCCCCA0D0912DE0BCC09927A75588B96EA55B9A7E1CC9D9D5FB618B333	newUser	5	1673386315223	1
CDABE3706B08CF81FBC455F97CFAD2C3CEF333EB387FDB376299814A49A52A69	newUser	5	1673386315223	1
F3E9A0B59ACF9309E29AB8A9293BA5F027E5EBE6C955B59005E24CBC93BC6E33	newUser	5	1673386315223	1
FD4FA56C24409B432A6721DC1AFA60E22DB49941EDE0BFEAB49B4C44AF923824	newUser	5	1673386315223	1
62A83DBA8F0243FBDA0B8C66F3D5249D48E2F5C0650418C1E4DB5165C2B56CFF	earnedIn	5	1673386315223	1
5C1FACE7BE863C7C5B79B76B484318D71AA2630F16458E76F9D976A5C6B77325	earnedIn	5	1673386315223	1
F913B596D03DFBFBC567A8816EAEB12123263E5FE915BC6C5F11FEE771B11362	newUser	5	1661978988381	1
F02B37640AE3AED6F4623DCEBAECA9E824ABD967B7828E776B06835866273541	newUser	5	1660925759365	1
8E190BF26B22AB20F45CFFD2E4F36EAB64D406D8607E44D20FCB683462D71C59	newUser	5	1667618822175	1
F0112B0496C23110277742BC520EBF8CE7ADDBCC4D0C8437148768C659C1481A	newUser	5	1673386315223	1
D6A08D46D86D3592F976AAB71B5DF294BFCB05D09B91253D42B688B4FD6D08F1	earnedIn	5	1673386315223	1
DFA8567592182105F38D65C1DF60C05B73F163FA987022FAC48EA457E4F8763E	newUser	5	1673386315223	1
AE09729D814349EB41BAB5696099AC1E653F449953FC1B73DC56AA26FE1FEBC3	newUser	5	1664314445341	1
F1FD0361150AE4C703FF7D547E8084905D0CA551FDA45E4883012D61AB6C704B	newUser	5	1673386315223	1
6BB8B9B3E1004B49E9CDB9E91D1925EF700A014A37B9803FF585B112EB1BF9D9	newUser	5	1671576672944	1
74B47C72B2ACF1F2544F20490683187400D041D92840800E458DF9E268F89AF4	newUser	5	1673386315223	1
24DCB20BAD9DAEAA132C550302C5B5935820680D621F1AA07CB8D2A5C502C823	newUser	5	1674172415487	1
52F46263C850CBECC20BFEAB0BB60B45BCC4F2F4200E3DB61A63C02C4CDE3FCA	newUser	5	1673386315223	1
EB408EA5730AAA3B60538B24552EFA157277E778117FD9B419D89351C94AFCE1	newUser	5	1667422388247	1
CCFCD7632990E8C6DBFF035D2A6BCFEC49422C178128E94F4A1850D0CBCBC65B	newUser	5	1670552048838	1
A9B4A248436C4197F2280A3553A6180A5E165A217181B5D3500D98AF32D38D5A	earnedIn	5	1673386315223	1
6BB6740377D3B7936D8D4CC7D6CE9987B6DF46C54E98725CFE7783D7860360BF	newUser	5	1673386315223	1
6C1A694001CDA1687F84C7C2AC641E868C6CFC199C30B407C6003B646FCEDD6A	newUser	5	1673386315223	1
AB3272D5824A247F6A681652EE88972517F58577DD5779E8717703173116D80E	newUser	5	1673386315223	1
0276DE7A118910C39D428285872E8A1DD5FCA2095266832C47C5D460C6C3359D	earnedIn	5	1673386315223	1
19DCDB73C66F81782FC386DDE587F70B714CB0A3B4BF5FE36FE0D642444842EC	newUser	5	1662588888951	1
1AA1A6B581222791D2F0567B92B4472F85D2E366D4A2E24C1B93410F375AD1BE	newUser	5	1667065859480	1
B87E5AF04055B1FE84EF9BABFF9B5970BD83DB139F31201D423DAE32FEAA5C42	newUser	5	1673386315223	1
CBEA7AC7B7C5412D893A5F7B9E66FB985DA35B1C1C8C1695B5472A310E2E6C3A	newUser	5	1673386315223	1
0CE5D24097811086739D63576F8A2DC0A116FC3D827F1A0D6740665EC18DD1B7	earnedIn	5	1675234940553	1
74D155BFBCDD3B5D1464F4C1C6380B5880F42AB4CCD97E2F48415F9F36197BFE	newUser	5	1667663562386	1
19FCADCC5F13CD2608D9473FF0761894A93B0EBEC560B1B2BE80C81D5E43D3CA	earnedIn	5	1673386315223	1
E48E46B7F59D46609F0625724E2B61A45F9634FDF915B4234D8BD262B2E3368F	newUser	5	1673386315223	1
CCC42804CB6D540B644FC00944DC9299381FEEBDB889B57BBDC504F377192B90	earnedIn	5	1676453526847	1
904FD984B2FA956343D4430D8A22193A0DF5DDA0CD959AD88E45DBFF5A662722	newUser	5	1667487552550	1
F3BB1F2C0DBE9D2AF3305556646B74EFB25FFF6BAA25AA849F2EF8E7BBABFEA5	earnedIn	5	1673386315223	1
33BDB6AAABCB81D4C054F5C3BB733F7AC7E3243E963EF7B4D2116E4479EE9A05	earnedIn	5	1676062958689	1
725A947F286389661E35AD4BB1005E617D7B4B72DF54D6EDE6068F541A6DAB96	earnedIn	5	1673386315223	1
3A0A2700B68E3173A92E89DA22A6CBE1797CDB2B440B508855A16C4F2DD37640	newUser	5	1669658443202	1
4809CEE8DB972EF95B5D4D89BA93D56E911FE3635F0D8F697E7519362108432E	newUser	5	1661978982349	1
3ACA22B4CAA1B8E9CB14CEB6843CB2CE171169635F08A6DEE7D896EA346A6CB2	earnedIn	5	1673386315223	1
9663A0857EF07CC84EA70CE20BAEC2792DB0AFE17575AA8073ED557E20860881	earnedIn	5	1673992932475	1
18DF6BBFA7B2DC1F749951F9A6E29E51CEC760FBF62B1C3DE4E73F7EC2A09422	newUser	5	1673386315223	1
3B428DA3DEE3A015D5362ED0A9FBBE43E9BC782B9813FD66FAD2623FED671295	newUser	5	1673386315223	1
95128B4D12B75BF26083605D2936BA578C4273B2320006753815EB5BB661C2AC	earnedIn	5	1673386315223	1
86068AB2735CE61AE8917560674A416CFAAAF457E9042FFC5D836AB71D62156C	newUser	5	1673386315223	1
2E72B6607B83419F921C9A05786373CDD0B465C4536173E1E734466BF3964A11	newUser	5	1673386315223	1
D7994870720F8F5AF20C7B68D32B356EE857117082C7BB0E06DE4F77F0854962	newUser	5	1661978989060	1
30EC3E0ABE15D81B5B1392E9A7FF70FD42AC6BE9F93D616F29C4C9262417A21C	newUser	5	1673386315223	1
30AEA4677B6EDF5AFA4D2A75DF1E31AE04F667556C4ED9CBC9F9FB231787D619	earnedIn	5	1673386315223	1
9AD8E8A396E0CA791DA9AEB93CF03850E8B75ED389C6F895C170CA6D8ADBE7E8	newUser	5	1673386315223	1
2388663823519CA1C81A70BF5A2E7DFD06168A93FC5FAE02DDF1425330442476	newUser	5	1671130601465	1
9AD05A4AC3499EFD9593150DE41CD1840DD24EB03AA2E3A2DC5583736B701927	earnedIn	5	1676644325851	1
6A63CBC00809233B8D46CE08D16CBD6225C3C1CBB9B502A85272684C957E0A97	newUser	5	1675318489276	1
A5A594542D9C9AA8CB5DF41152986D578A7A8D06C87D29C6ED011F993F111CCC	newUser	5	1661978969926	1
E5D9D3971FF597F38B402E726A5476F584EC7A0848E9FB26046CBE160CE74958	earnedIn	5	1675173742903	1
2E8DDDBACC3D5B1C6ED414C9F3D045D49595F0EAD4A59F33E2D6D394E58E45EC	earnedIn	5	1673386315223	1
74F5B6CE47BBE4AA59411614E679D5E4AE4DF64619B64C8D8DE379E3980455C3	newUser	5	1673386315223	1
5D34B255367E81699409508E5E2509D561982CBE9873B182163D96FBD6C41048	newUser	5	1670739682296	1
A7D806A4A70BFC92BB761FB126FD31986F831D63D6833C6CE7CD5DB083DFE393	newUser	5	1673386315223	1
67389077DD9096176C7A104C17EF50C5711EAB1C10B43BFC5A9BFE08F3941095	earnedIn	5	1674264763697	1
7024B6681EFABA26E3E47541EBBA8A2DB55E0FF072AD800E57EC22025C088A2E	newUser	5	1673386315223	1
96D0181EAF59187E106A0BDE6CDF99E669816DB87140B762DEE60339EDD322BF	earnedIn	5	1673386315223	1
4EB8789BBF158ECBD8F59EF9AA42B7F9E705A6EE945B28D92D73841B4A885FD5	newUser	5	1673386315223	1
BB9961731A35B05AFC5BCE29AC884E31C4E894DE54C291A1A80929EFFA1F5733	newUser	5	1673386315223	1
5CC24225B29FF57EAC183FE8B9565FE85FC1DD938397532798CEF3EF4709D798	earnedIn	5	1673386315223	1
6909CF4B1BB66B59E17C7080E1C6520BE9F886E497DBF4B14829CA921BB19C68	newUser	5	1673386315223	1
2A6507880A61C2FAD9FF1FB041EF3DC3565884575DDA5C265F06AE61A17A284E	earnedIn	5	1673386315223	1
08BE6479ECB9ADE1843A2D47A4E8844357DA30529339A0FD18A66191A04C1C4D	earnedIn	5	1673386315223	1
9083B5668EBC5D00FD810C835797CEABC9F7691DED6220ABD88F6458280635EC	newUser	5	1670950341790	1
C619CBCA66CC30E8E1F87DEDB92175F097DB43DAAFB6402CC252429F536C6A7C	newUser	5	1673386315223	1
208C702345CA56BCD8E7064DE591AC7E61FBFE4659CF57C13F446EE1B74C8737	newUser	5	1673386315223	1
57E1CA4B0B655FB12152B09C84C952C2673F5D3F50CEED0402AF2A7053CEAABF	newUser	5	1673386315223	1
888AEFD949CF0468F2FB20D4D9B46412578C4C6F9CA262DADCEAB5CE48F68551	newUser	5	1673386315223	1
964561C8865D56B53A9C39A790386101B9F0872E651A5C699BFD095B3FF91E7D	newUser	5	1673386315223	1
3A2890DD1C8A6F37DFD30E1428363C3FEDBF927FF8E025F71A0DFDAD9B16E75C	newUser	5	1671576672944	1
F8B6BD981FBCD60C48E2FA05D513357E47EEBDC703016F3E922694278128FE96	newUser	5	1673386315223	1
6C23E35D5E9CCE11C3000070B80CB9F21FA738201A29612EAE15AF58F4B563B6	newUser	5	1673386315223	1
51E208873BF8ABCEF89752B00018074F1FE098165B88643D6203B2FB344DC238	newUser	5	1673386315223	1
6091955F610C47FA5D226CD2FAAAF63B153E5DB8814D56C9B9E87C8AC4CB2F56	newUser	5	1673386315223	1
5C2AB3264CFED5DAFB376B6CC9B9A5875F140792696E309147BFDC3CD11B8D0A	earnedIn	5	1673386315223	1
1B73C4212F485F6B177D799C1C5BBB4F6FDFC69BB8EA913EFF5C179CC53A3A26	newUser	5	1673386315223	1
BB8D7D015CC1DF581A69CED6A9D6D10B414F9264CBE35879960C4A2476EA4C18	newUser	5	1667621688526	1
571E4A34DAD13D6CE34AA6315F12D5C14194367C438D85C65CD1C30D4C46FC0F	newUser	5	1673386315223	1
